120462	191465	43626	86495	115628	22	368	620	82	794	1303	22
120321	191388	43723	32494	48886	19	400	677	107	144	241	19
120240	191282	43673	39467	57048	19	191	329	73	170	287	19
120084	190988	43427	69019	95571	21	386	659	89	396	646	21
119880	190728	43318	3200	5308	14	26	46	14	94	162	14
119713	190435	42992	123989	154722	24	401	676	60	1782	2844	24
119390	190023	42810	143743	168383	24	366	616	90	2106	3433	24
119144	189707	42675	149224	173638	25	919	1534	99	5834	9112	25
118779	189246	42580	3722	6036	14	67	115	24	148	249	14
118425	188815	42421	19202	29040	17	214	369	43	356	583	17
118025	188256	42132	83663	113061	22	279	469	80	1352	2135	22
117891	188068	41892	49446	71959	20	41	75	20	821	1313	20
117799	187971	42004	53542	74784	20	87	152	44	536	868	20
117715	187828	41764	52684	73829	20	81	144	38	285	469	20
117646	187772	41910	160497	180405	26	285	482	70	2539	4135	26
117607	187719	41871	101828	134243	23	113	196	33	1451	2379	23
117586	187639	41660	122522	153687	24	729	1223	110	1711	2737	24
116977	186827	41260	144937	168903	24	327	559	72	3944	6209	24
116811	186623	41275	19619	29576	17	186	323	81	207	344	17
116733	186464	41039	68190	94571	21	275	466	75	973	1579	21
116603	186284	40947	103104	135306	23	239	410	65	2218	3515	23
116562	186281	41109	41756	59821	19	51	91	25	167	276	19
116326	185919	40765	142665	169691	25	369	624	61	1620	2605	25
115823	185343	40727	67054	93571	21	432	741	83	1011	1650	21
115756	185155	40382	9503	15041	16	24	42	16	199	335	16
115694	185070	40336	3849	6206	14	318	546	64	45	80	14
115346	184719	40428	43238	63779	20	617	1034	32	600	969	20
115301	184515	40019	42386	60591	19	32	58	19	223	370	19
115247	184574	40347	5918	9667	15	29	52	19	219	362	15
115178	184351	40033	42010	60139	19	497	839	63	227	377	19
114965	184226	40216	25245	37644	18	256	437	74	166	278	18
114929	184171	40184	1705	2729	12	148	249	48	35	63	12
114826	183852	39662	119285	151313	24	152	259	50	2212	3562	24
114806	183992	40084	19262	30314	18	110	189	46	256	419	18
114593	183526	39490	167767	182380	26	586	997	108	7869	12276	28
114466	183356	39410	74863	104687	22	174	302	64	889	1449	22
114299	183112	39258	118377	150625	24	159	266	52	2024	3250	24
114272	183246	39692	18507	29421	18	337	570	80	179	294	18
114176	183109	39612	136996	162848	24	144	246	46	1990	3253	24
114160	182919	39156	147386	169941	24	520	882	58	1665	2664	24
114063	182983	39585	62264	88422	21	225	384	45	1875	3068	21
113943	182810	39497	39526	57409	19	284	482	53	530	868	19
113279	181866	39000	93536	121807	22	300	518	110	1152	1873	22
113055	181563	38835	74564	101286	21	1103	1848	115	666	1088	21
112442	180586	38075	157059	177307	25	444	741	79	3306	5211	25
111981	179989	37929	69742	96316	21	463	787	81	732	1201	21
111697	179551	37515	72051	98587	21	433	726	31	804	1333	21
111688	179586	37714	95173	123220	22	513	856	44	1215	2005	22
111571	179293	37216	101332	130660	22	413	700	108	1997	3177	22
111565	179283	37209	107454	138750	23	401	675	135	1804	2885	23
111472	179148	37123	12724	20698	17	89	155	39	135	225	17
111359	178988	37024	169582	182395	26	148	251	34	2011	3197	26
110943	178528	37134	169555	182443	26	715	1204	94	2866	4576	26
110934	178516	37125	175971	184230	27	572	966	71	3611	5811	27
110792	178199	36588	88386	117410	22	265	450	32	1369	2214	22
110699	178192	36957	60136	86282	21	191	327	77	1234	2000	21
110693	178183	36951	15085	23802	17	44	76	17	196	328	17
110667	178156	36947	147223	172526	25	119	203	45	3290	5256	25
110666	178019	36480	95690	126230	22	563	945	80	1524	2477	22
110612	178075	36893	73398	100134	21	72	127	33	841	1367	21
110606	177934	36432	128886	157982	24	761	1276	170	2167	3503	24
110454	177851	36765	154077	176321	25	151	258	47	6323	9963	25
110382	177753	36711	69843	96429	21	241	413	79	823	1354	21
110093	177343	36487	101193	133701	23	202	341	65	1938	3157	23
109963	177164	36395	77375	104143	21	439	737	93	843	1388	21
109963	177175	36414	138979	163940	24	439	743	80	427	711	24
109954	177073	36006	138034	163373	24	105	181	50	1873	3032	24
109905	176999	35968	93507	121793	22	63	111	28	392	636	22
109858	177029	36329	155045	176730	25	329	555	59	1106	1760	25
109621	176693	36131	172897	183829	27	212	363	71	4905	7911	27
109582	176646	36108	162252	181124	26	149	254	52	3155	5115	26
109570	176621	36088	134299	161402	24	104	182	42	4665	7539	26
109049	175802	35342	162461	181170	26	262	440	70	4069	6547	26
108926	175723	35551	34608	51311	19	71	126	31	201	333	19
108816	175466	35144	52512	73629	20	82	141	42	308	505	20
108421	174912	34840	83323	112733	22	771	1307	146	1345	2144	22
108384	174858	34810	95060	125641	22	370	624	80	1436	2361	22
108323	174843	35086	169738	182416	26	638	1082	106	2816	4500	26
108070	174467	34866	166319	182215	26	459	768	100	2629	4229	26
107886	174164	34454	23484	36561	18	150	263	38	309	512	18
107847	174231	34777	61379	87598	21	311	529	85	226	370	21
107687	173882	34303	29493	45404	19	739	1254	93	503	830	19
107565	173771	34477	78269	105043	21	504	853	49	1618	2588	21
107470	173628	34399	151263	174939	25	626	1052	107	2586	4174	25
107411	173544	34355	64781	91154	21	86	150	37	894	1471	21
107405	173483	34074	42672	63136	20	520	871	80	822	1354	20
107311	173357	34010	45641	66337	20	127	215	48	117	195	20
107148	173158	34135	3318	5229	13	21	40	15	25	44	13
107117	173116	34111	491	784	9	66	116	37	16	30	9
107106	173135	34135	107105	138491	23	498	850	105	1796	2900	23
106948	172869	33961	5415	8988	15	33	60	17	36	62	15
106708	172515	33543	109211	140175	23	351	593	55	1816	2938	23
106679	172477	33744	26457	39114	18	463	777	84	108	178	18
106573	172372	33701	113854	143540	23	519	884	67	498	822	23
106322	172011	33491	146561	172113	25	152	261	61	2786	4386	25
106192	171780	33134	8435	13649	16	54	98	22	197	329	16
105998	171529	33246	23885	35993	18	409	692	60	476	776	18
105975	171519	33219	149902	174050	25	185	309	55	2328	3780	25
105573	170910	32654	168427	183534	26	562	954	136	1784	2794	26
105489	170801	32847	16655	25816	17	408	686	83	157	267	17
105477	170782	32835	18637	28325	17	269	454	67	220	359	17
105274	170486	32671	122179	150206	23	560	938	53	1551	2494	23
105212	170395	32585	157263	177395	25	476	803	57	4526	7183	25
105122	170262	32537	144279	170883	25	359	606	107	2567	4122	25
104665	169594	31867	37097	54189	19	91	158	31	271	452	19
104610	169507	31813	61451	87663	21	192	331	59	772	1256	21
104304	169054	31836	39721	59898	20	246	418	62	736	1215	20
103995	168608	31592	136242	162548	24	436	730	122	3097	4944	24
103316	167635	31021	117248	146735	23	95	163	29	833	1339	23
103250	167497	30666	136411	162596	24	68	116	34	1507	2456	24
103122	167334	30855	61844	88028	21	292	502	79	956	1520	21
102944	167101	30751	41949	60062	19	90	156	35	228	381	19
102815	166922	30655	68326	94701	21	477	808	107	1077	1771	21
102792	166817	30298	99968	129567	22	289	491	100	675	1104	22
102270	166107	30187	112841	143381	23	102	179	35	617	1004	23
102015	165684	29658	141080	167010	24	212	365	78	2562	4093	24
101817	165447	29795	106859	138506	23	523	877	101	2303	3650	23
101760	165308	29437	38906	56354	19	294	496	71	487	794	19
101712	165311	29726	49160	70101	20	298	495	38	916	1472	20
101636	165191	29651	103721	135901	23	203	348	67	1437	2350	23
101511	164954	29233	30957	47129	19	182	310	63	538	882	19
101292	164680	29378	91927	120408	22	170	289	38	1402	2254	22
101219	164504	28960	136071	162378	24	202	340	52	4170	6593	24
101188	164527	29291	99452	132109	23	423	710	43	2416	3912	23
100981	164216	29103	61301	87458	21	127	220	41	785	1282	21
100935	164080	28722	119924	151800	24	95	164	38	863	1407	24
100915	164127	29055	160205	178456	25	141	243	61	2281	3661	25
100882	164074	29027	154686	176547	25	310	526	85	2454	3925	25
100801	163952	28962	211	348	8	34	61	8	18	34	8
100724	163838	28892	79957	109592	22	257	439	48	1988	3185	24
100509	163576	28787	58823	84846	21	388	651	93	596	992	21
100335	163209	28216	13600	20887	16	28	50	16	58	94	16
100323	163191	28204	84174	113535	22	160	274	38	1002	1611	22
100274	163191	28522	78195	107914	22	47	83	24	1152	1846	22
99882	162601	28183	308	519	9	19	34	9	21	37	9
99744	162344	27722	53056	75829	20	137	234	50	503	823	20
99409	161855	27448	42171	62599	20	184	314	50	403	662	20
98791	160987	27258	8044	13120	16	293	501	50	138	234	16
98718	160895	26935	71501	98018	21	173	301	65	383	649	21
98623	160737	27106	178813	184216	28	601	1021	146	7790	12432	28
98595	160723	26833	143905	170479	25	418	704	65	2677	4343	25
98538	160641	26790	47112	67898	20	90	155	36	531	868	20
98384	160389	26905	72289	98963	21	50	89	25	348	573	21
98337	160316	26864	89209	118138	22	579	977	108	1137	1861	22
98310	160315	26594	82297	114450	22	382	648	34	1189	1952	22
98292	160287	26576	178560	184228	28	920	1535	98	9283	14522	28
98234	160237	26941	172033	183778	27	324	542	79	6362	10065	27
97711	159452	26102	167316	182372	26	302	512	98	1515	2466	26
97379	158904	26051	57486	83429	21	281	475	59	805	1308	21
97271	158737	25945	144229	170824	25	155	270	61	1718	2743	25
96550	157699	25092	134015	162666	24	81	140	34	3281	5205	24
96282	157277	25096	134662	161595	24	448	760	114	1326	2174	24
96217	157248	25203	111187	141655	23	672	1141	69	1519	2480	23
96211	157238	25197	110265	140927	23	427	713	91	569	939	23
96195	157141	25012	53572	74815	20	93	166	48	163	269	20
95878	156682	24772	74366	104283	22	335	573	84	1965	3144	22
95617	156338	24659	17490	26847	17	295	502	85	190	314	17
95512	156185	24252	43134	63658	20	92	156	34	593	988	20
95094	155518	24094	51855	72966	20	68	119	36	248	409	20
95048	155455	24056	165755	182122	26	308	523	82	6113	9699	26
94848	155183	23993	122582	150267	23	720	1213	63	2540	4005	23
94605	154812	23779	151955	175044	25	623	1049	95	3713	5933	25
94385	154463	23472	26537	39202	18	322	548	76	289	476	18
94020	153904	23159	36915	54459	19	55	98	25	599	975	19
93984	153850	23123	472	758	9	385	648	45	23	39	9
93969	153825	23109	75545	102289	21	105	181	33	497	798	21
93620	153287	22796	72489	102431	22	365	618	102	619	1015	22
93572	153270	22879	104732	136601	23	430	716	79	2352	3797	23
93570	153213	22757	115154	145200	23	552	938	107	681	1096	23
93348	152872	22570	178651	184216	28	127	219	52	6713	10647	28
93237	152708	22488	177618	184223	28	259	439	68	9486	15007	28
93057	152447	22338	124261	154981	24	148	253	40	1381	2220	24
93011	152462	22144	39341	59444	20	76	132	36	734	1204	20
92751	151988	22082	88164	117134	22	423	719	64	1149	1885	22
92250	151298	21493	180766	184106	29	210	354	81	8896	13984	29
91876	150638	21325	114299	144580	23	388	668	123	1175	1916	23
91861	150611	21311	17286	26621	17	439	743	81	74	121	17
91680	150459	21017	155617	176724	25	413	692	89	2267	3695	25
91180	149727	20596	126631	157551	24	420	701	68	2751	4391	24
91114	149445	20616	165820	182133	26	43	78	28	3080	4928	26
90482	148493	20056	122015	153360	24	430	716	88	1204	1940	24
90451	148601	20199	177059	184126	27	350	592	87	3809	6052	27
90395	148350	19970	166240	182198	26	246	411	78	2151	3498	26
90220	148079	19821	34953	52105	19	124	208	45	308	520	19
90185	148202	19708	52956	74132	20	65	115	30	402	650	20
90101	148073	19638	135115	161892	24	200	339	48	3056	4911	24
89819	147641	19372	49366	70323	20	43	76	20	491	792	20
89790	147426	19459	98774	131495	23	244	407	59	1078	1731	23
89784	147416	19453	99175	131860	23	253	425	65	377	615	23
89724	147326	19404	45312	65984	20	435	735	88	1162	1855	20
89684	147269	19372	21119	32587	18	329	559	72	375	608	18
89533	147220	19128	94086	122307	22	642	1071	132	1268	2024	22
89471	146961	19190	126319	156373	24	106	184	48	1024	1657	24
89291	146700	19040	75471	105333	22	755	1270	162	1446	2352	22
89089	146404	18876	121735	153144	24	160	272	58	96	157	24
89063	146512	18728	20466	31787	18	779	1310	90	207	345	18
88961	146363	18637	147898	172915	25	149	257	55	4043	6465	25
88502	145499	18358	120287	152070	24	346	587	106	1987	3227	24
88263	145136	18148	24428	36653	18	108	184	48	173	289	18
88128	144947	18030	79009	108711	22	78	139	32	993	1642	22
87898	144781	17987	102058	134346	23	160	268	23	2302	3707	23
87777	144624	17645	159171	178133	25	580	983	105	3623	5708	25
87449	143923	17416	135772	162277	24	112	188	26	4216	6729	24
87420	144036	17543	29898	45885	19	585	983	75	192	313	19
87178	143687	17126	165288	182545	26	727	1211	72	7671	12215	26
86969	143219	17032	18286	29169	18	50	88	28	224	367	18
86882	143084	16960	23037	34950	18	376	629	58	296	477	18
86873	143066	16948	21365	32880	18	90	156	30	226	376	18
86812	143137	16806	128273	157614	24	141	243	54	831	1344	24
86298	142319	16523	112847	142822	23	435	732	85	2617	4146	23
86280	142133	16404	95149	123188	22	86	151	44	775	1279	22
86274	142123	16398	117771	150159	24	385	646	46	2996	4774	24
85817	141425	15995	156354	177265	25	430	718	59	3015	4885	25
85683	141415	15810	51782	72862	20	183	317	66	288	472	20
85503	140970	15739	57688	83657	21	127	214	41	853	1389	21
85410	140824	15651	63098	89310	21	807	1362	95	976	1592	21
85058	140288	15335	146104	171916	25	244	416	55	5794	9131	25
84831	140064	15209	57483	83418	21	384	650	75	888	1443	21
84720	139889	15099	143975	170530	25	204	346	61	2601	4207	25
84657	139681	14987	61543	87712	21	76	135	41	1095	1781	21
84516	139473	14874	78368	108095	22	207	351	72	785	1291	22
84420	139426	14825	112217	142340	23	415	710	111	3442	5497	23
84044	138886	14324	47160	69437	20	197	338	22	1560	2493	20
83897	138642	14180	48543	69443	20	439	728	82	337	547	20
83707	138241	14155	13079	21167	17	254	428	45	193	323	17
83689	138210	14137	144864	171239	25	200	342	41	2498	4017	25
83494	137884	13951	35787	53074	19	175	304	47	1184	1915	19
83401	137741	13864	123710	154562	24	551	927	74	1930	3059	24
83200	137530	13701	142870	169829	25	586	987	87	2539	4101	25
83181	137539	13534	139644	164300	24	165	283	64	1911	3090	24
82891	137083	13268	85389	114613	22	155	269	54	430	719	22
82845	136988	13375	113568	143369	23	409	683	73	2381	3826	23
82766	136759	13298	26708	39403	18	201	339	58	308	503	18
82726	136826	13126	61444	84584	20	204	351	62	333	549	20
82618	136532	13169	119261	148278	23	210	350	39	1890	3038	23
82510	136482	12922	155851	178098	26	217	361	40	6252	9922	26
82437	136262	13002	162501	181295	26	165	280	68	6128	9735	26
82388	136293	12814	171457	183881	26	61	110	34	2961	4787	26
81997	135579	12612	157115	178848	26	83	144	40	3347	5342	26
81590	135045	12083	115856	145121	23	496	841	71	2766	4334	23
81527	134955	12029	106889	138331	23	134	230	37	1516	2452	23
81488	134779	12153	31516	47892	19	403	682	69	801	1299	19
81253	134467	11889	64840	91208	21	80	141	35	540	882	21
81159	134300	11888	128634	157895	24	157	271	54	3559	5650	24
81087	134190	11819	156940	177574	25	72	127	33	4853	7768	25
80779	133744	11566	50253	71284	20	211	355	70	828	1315	20
80772	133776	11337	67026	93447	21	175	302	69	980	1608	21
80685	133636	11264	156794	178632	26	61	105	34	3582	5815	26
80443	133208	11252	122038	153381	24	229	388	74	732	1193	24
80440	133205	11249	59931	86058	21	160	280	61	152	250	21
80281	132945	11094	166177	182198	26	213	365	76	2558	4113	26
80260	132915	11073	107092	138695	23	565	953	85	1095	1771	23
80239	132881	11053	118506	147678	23	153	267	61	385	638	23
80113	132761	10761	176143	184106	27	445	747	123	7656	12076	27
80035	132644	10695	65352	91744	21	84	151	35	402	658	21
80022	132564	10771	58030	84008	21	236	399	77	332	556	21
79912	132458	10580	61276	84441	20	451	766	114	230	380	20
79898	132362	10746	20845	32243	18	240	412	48	49	78	18
79750	132157	10539	150948	174491	25	188	327	65	1116	1793	25
79670	132000	10527	30792	47028	19	215	368	79	436	711	19
79541	131883	10239	37160	54258	19	88	153	37	296	483	19
79537	131829	10347	99680	132330	23	206	348	65	1532	2445	23
79517	131780	10414	129069	158127	24	639	1081	122	1742	2789	24
79193	131263	10118	17412	28066	18	157	267	30	297	485	18
79189	131309	10059	70717	97211	21	97	168	41	453	741	21
78956	130947	9851	106258	137853	23	97	165	33	1633	2649	23
78860	130740	9815	61020	87200	21	501	844	141	1693	2743	21
78166	129729	9135	119130	147726	23	162	281	41	920	1518	23
78134	129698	8955	14400	22892	17	99	166	29	385	629	17
78107	129653	8930	88688	120136	22	271	468	72	875	1420	22
77575	128747	8646	165265	182046	26	120	201	48	4402	7021	26
77562	128809	8435	62629	88968	21	80	139	41	791	1281	21
77524	128665	8595	111875	142609	23	65	114	35	799	1325	23
77234	128210	8330	21857	33472	18	291	496	84	382	635	18
76993	127829	8100	93146	121473	22	457	770	114	970	1568	22
76810	127548	7920	138428	163575	24	77	138	42	2321	3665	24
76762	127475	7873	177178	184230	27	329	560	105	9919	15595	27
76602	127305	7566	125045	155452	24	298	501	64	1396	2254	24
76203	126724	7242	168922	183665	26	430	722	86	964	1570	26
76110	126580	7158	137968	165164	24	408	681	110	925	1509	24
76089	126547	7138	163006	181615	26	299	509	94	3093	4986	26
75967	126361	7034	14521	22061	16	252	432	72	218	359	16
75796	126101	6867	160256	178467	25	96	166	45	3295	5249	27
75779	126058	6985	103810	135876	23	451	757	129	1006	1626	23
75773	125916	6948	43080	63620	20	69	122	32	807	1317	20
75719	125966	6931	28628	44369	19	94	162	29	459	758	19
75473	125462	6665	67062	93579	21	430	722	71	391	650	21
75340	125396	6452	137157	162998	24	721	1205	94	3975	6370	24
75161	124989	6386	48998	69946	20	177	304	66	546	884	20
75102	125029	6238	171256	183881	26	359	614	108	2606	4196	26
75008	124760	6245	77191	103983	21	154	268	33	1992	3229	21
74642	124209	5910	179991	184223	28	201	353	62	8008	12594	28
74565	124207	5783	172420	183765	27	256	443	67	4451	7105	27
74028	123285	5381	63460	89702	21	312	525	31	1524	2442	21
73795	122973	5051	103106	135307	23	410	697	129	982	1592	23
73262	122087	4689	73257	99856	21	670	1135	119	619	1010	21
73261	122079	4670	41334	61679	20	264	434	30	695	1152	20
73240	122043	4649	114356	144630	23	166	284	51	2019	3251	23
73231	122092	4539	146258	171940	25	78	134	43	2368	3837	25
73180	121939	4590	125446	155808	24	271	462	74	1691	2742	24
73157	121919	4593	66650	93060	21	420	701	93	515	849	21
72994	121645	4419	30927	47179	19	409	690	99	331	546	19
72903	121518	4361	149258	173684	25	771	1287	167	1656	2678	25
72703	121178	4144	86702	115815	22	72	124	38	655	1075	22
72673	121156	4153	19092	28912	17	329	560	53	180	301	17
72622	121159	3997	7063	11179	15	779	1313	103	78	135	15
72619	121041	4062	39447	59587	20	154	262	64	330	545	20
72268	120483	3742	160460	180385	26	357	603	74	6171	9805	28
72178	120457	3582	169450	183702	26	163	278	54	4313	6837	26
71467	119293	3067	112363	142448	23	468	790	81	1250	2010	23
71414	119139	2956	8241	13387	16	85	150	26	220	371	16
71255	118889	2810	165170	182020	26	212	362	62	3277	5172	26
71154	118722	2717	155170	176814	25	643	1092	99	3096	5022	25
71108	118762	2584	158892	179599	26	407	689	86	2820	4510	26
71064	118696	2546	85187	114403	22	226	387	60	1327	2126	22
70995	118478	2570	159589	179933	26	474	803	88	2900	4663	26
70931	118445	2577	13045	21118	17	428	726	87	90	147	17
70736	118148	2407	35985	52848	19	50	91	27	411	670	19
70539	117868	2070	131130	160754	24	180	303	54	2312	3685	24
70402	117536	2018	135082	161865	24	460	776	102	1122	1821	24
69826	116619	1475	75893	102674	21	83	146	31	1187	1930	21
69800	116686	1573	119902	148336	23	332	567	71	1201	1979	23
69471	116170	1086	27381	41154	18	371	628	98	364	595	18
69443	116016	1131	103732	135912	23	109	185	35	1793	2913	23
69276	115855	907	104070	136073	23	165	280	31	1789	2892	23
68839	115065	588	167009	182314	26	171	290	40	2929	4691	26
68782	115069	446	164816	181952	26	248	425	56	6593	10476	26
68774	115041	615	122063	149862	23	438	736	59	1955	3147	23
68332	114263	114	83724	113109	22	271	461	76	815	1313	22
68121	114006	65364	161381	180766	26	98	168	30	3895	6150	26
68114	113923	65448	11191	17253	16	779	1313	104	141	237	16
67727	113319	65101	62990	89203	21	236	401	77	400	662	21
67625	113203	65069	62384	88712	21	331	557	109	1544	2499	21
67455	112943	64750	134331	162879	24	429	726	86	1695	2741	24
67298	112606	64684	137829	163263	24	413	698	76	1180	1901	24
67286	112584	64672	119332	151362	24	250	431	86	2181	3483	24
67169	112474	64647	60213	86382	21	244	412	53	473	773	21
67028	112162	64425	62287	88447	21	236	402	73	1518	2416	21
66767	111744	64187	148706	173379	25	220	374	69	1820	2940	25
66517	111443	64025	106379	137941	23	687	1155	111	782	1269	23
66440	111336	63803	76458	103181	21	245	422	83	498	810	21
66239	110907	63703	153867	176231	25	407	679	75	3581	5728	25
66150	110885	63548	162292	181266	26	241	411	64	2507	4031	26
65889	110466	63469	60733	86935	21	827	1393	137	1408	2269	21
65865	110430	63278	123535	154430	24	248	412	40	2889	4636	24
65414	109585	62926	133982	161211	24	413	705	100	1718	2780	24
65363	109507	62880	121020	152573	24	49	87	30	1603	2624	24
65351	109482	62864	125234	155654	24	1049	1759	142	1529	2459	24
65283	109525	62907	28860	44660	19	278	477	93	164	266	19
65229	109444	62857	18844	28583	17	93	158	39	86	152	17
65225	109282	62743	76549	103330	21	299	505	33	1151	1851	21
64862	108694	62397	66034	92481	21	220	380	65	1190	1907	21
64589	108435	62259	180761	184126	29	115	196	47	9414	14823	29
64274	107764	61854	53318	74538	20	827	1374	56	1790	2899	22
64205	107655	61789	16164	25174	17	406	685	37	348	569	17
64147	107633	61660	94853	125435	22	376	640	72	632	1020	22
64092	107630	61791	28905	44721	19	116	201	43	330	545	19
63931	107287	61470	145296	169106	24	713	1210	118	2954	4763	24
63286	106251	60860	178234	184228	28	473	805	96	4868	7821	28
63286	106251	60859	174637	184106	27	335	569	95	3190	5121	27
63269	106182	60911	113279	143728	23	335	566	67	1561	2513	23
62863	105588	60482	77830	107543	22	158	270	58	823	1353	22
62809	105503	60434	77765	107489	22	148	251	28	586	969	22
62795	105434	60486	3213	5328	14	590	992	98	37	64	14
62528	105129	60329	145896	171732	25	381	648	61	3852	6194	25
62471	104904	60175	14596	23141	17	659	1109	73	92	152	17
62342	104697	60055	112357	143052	23	178	308	73	3120	4946	23
62238	104534	59956	165915	182156	26	290	489	66	3920	6403	26
62210	104630	60031	109051	140001	23	694	1180	119	3238	5196	25
62102	104452	59925	31844	48141	19	81	138	27	519	836	19
61730	103708	59480	93922	122149	22	314	531	72	692	1134	22
61341	103081	59118	47185	67977	20	112	187	24	455	759	20
61233	102908	59016	18063	28882	18	491	825	48	202	324	18
61231	102981	58958	168305	182395	26	356	602	110	2227	3597	26
61168	102884	58898	165001	181997	26	419	712	70	4522	7201	26
61158	102785	58942	139858	164435	24	140	239	48	1624	2595	24
61003	102622	58746	85985	115138	22	187	317	48	784	1263	22
60561	101910	58346	12731	19751	16	442	744	94	125	213	16
60558	101970	58479	18138	27669	17	816	1379	191	178	301	17
